Player;Tm;Opp;Res;MP;FG;FGA;FG%;3P;3PA;3P%;FT;FTA;FT%;ORB;DRB;TRB;AST;STL;BLK;TOV;PF;PTS;GmSc;Data
Brice Sensabaugh;UTA;GSW;L;28.85;6;15;0.4;2;7;0.286;0;0;0.0;1;2;3;0;1;0;5;3;14;2.0;14/04/2024
Isaiah Thomas;PHO;MIN;W;4.57;1;3;0.333;1;2;0.5;0;0;0.0;0;0;0;1;0;0;0;0;3;2.0;14/04/2024
Torrey Craig;CHI;NYK;L;16.73;1;3;0.333;0;1;0.0;0;0;0.0;1;4;5;1;1;0;0;5;2;1.9;14/04/2024
Justin Holiday;DEN;MEM;W;19.18;1;5;0.2;1;5;0.2;0;0;0.0;0;1;1;3;1;0;1;1;3;1.9;14/04/2024
Chimezie Metu;DET;SAS;L;33.43;4;9;0.444;1;4;0.25;0;0;0.0;1;3;4;0;2;0;6;0;9;1.9;14/04/2024
Buddy Boeheim;DET;SAS;L;12.12;0;2;0.0;0;2;0.0;3;5;0.6;2;0;2;0;0;0;0;1;3;1.8;14/04/2024
Jae Crowder;MIL;ORL;L;22.07;2;6;0.333;2;5;0.4;0;0;0.0;1;1;2;0;1;0;2;2;6;1.8;14/04/2024
Bol Bol;PHO;MIN;W;7.53;2;3;0.667;0;1;0.0;0;0;0.0;1;1;2;0;0;0;2;0;4;1.7;14/04/2024
De'Andre Hunter;ATL;IND;L;26.57;0;6;0.0;0;2;0.0;6;6;1.0;0;2;2;1;0;0;1;1;6;1.7;14/04/2024
Jock Landale;HOU;LAC;W;21.17;2;7;0.286;1;3;0.333;0;0;0.0;3;1;4;2;1;0;4;0;5;1.7;14/04/2024
Josh Minott;MIN;PHO;L;4.57;1;2;0.5;0;0;0.0;0;0;0.0;0;0;0;1;0;0;0;0;2;1.7;14/04/2024
Royce O'Neale;PHO;MIN;W;23.28;1;4;0.25;1;3;0.333;1;2;0.5;0;2;2;3;0;0;1;3;4;1.7;14/04/2024
Kendall Brown;IND;ATL;W;10.13;2;4;0.5;0;1;0.0;0;0;0.0;0;1;1;1;0;0;1;1;4;1.6;14/04/2024
Malachi Flynn;DET;SAS;L;20.35;2;8;0.25;0;4;0.0;0;0;0.0;0;1;1;3;1;0;1;0;4;1.6;14/04/2024
Jacob Gilyard;BRK;PHI;L;17.82;0;4;0.0;0;4;0.0;0;0;0.0;0;0;0;2;4;0;1;0;0;1.6;14/04/2024
Quenton Jackson;IND;ATL;W;6.8;0;1;0.0;0;0;0.0;0;0;0.0;0;1;1;2;1;0;0;1;0;1.6;14/04/2024
Jeremiah Robinson-Earl;NOP;LAL;L;2.07;1;2;0.5;0;0;0.0;0;1;0.0;1;1;2;0;0;0;0;0;2;1.6;14/04/2024
Bruce Brown;TOR;MIA;L;20.42;3;5;0.6;0;1;0.0;0;1;0.0;0;0;0;0;0;0;1;2;6;1.5;14/04/2024
Mike Muscala;OKC;DAL;W;18.23;1;2;0.5;0;1;0.0;0;0;0.0;2;3;5;0;0;0;1;2;2;1.5;14/04/2024
Thaddeus Young;PHO;MIN;W;8.8;2;2;1.0;0;0;0.0;1;1;1.0;1;0;1;0;0;0;2;4;5;1.5;14/04/2024
Marcus Morris;CLE;CHO;L;18.8;3;9;0.333;1;4;0.25;0;0;0.0;1;2;3;0;0;0;1;2;7;1.4;14/04/2024
Monte Morris;MIN;PHO;L;6.28;0;3;0.0;0;2;0.0;0;0;0.0;0;0;0;4;0;1;0;0;0;1.4;14/04/2024
Jordan Walsh;BOS;WAS;W;17.13;0;2;0.0;0;1;0.0;1;2;0.5;0;3;3;1;2;0;1;1;1;1.4;14/04/2024
Taj Gibson;DET;SAS;L;7.87;1;3;0.333;0;0;0.0;0;0;0.0;1;1;2;0;0;0;0;0;2;1.3;14/04/2024
Jermaine Samuels;HOU;LAC;W;4.77;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;1;0;1;0;1;0;1.3;14/04/2024
Jalen Slawson;SAC;POR;W;3.63;1;1;1.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;1;2;1.3;14/04/2024
Troy Brown;DET;SAS;L;11.17;0;3;0.0;0;0;0.0;0;0;0.0;0;3;3;1;1;1;0;0;0;1.2;14/04/2024
Ricky Council;PHI;BRK;W;7.57;1;2;0.5;1;1;1.0;0;0;0.0;0;2;2;0;0;0;1;1;3;1.2;14/04/2024
Josh Green;DAL;OKC;L;31.28;1;8;0.125;0;4;0.0;2;2;1.0;1;2;3;3;0;0;1;0;4;1.2;14/04/2024
Pete Nance;CLE;CHO;L;12.0;1;3;0.333;1;1;1.0;0;0;0.0;0;1;1;0;0;0;0;1;3;1.2;14/04/2024
Jaylen Nowell;DET;SAS;L;8.1;1;4;0.25;0;2;0.0;2;2;1.0;0;2;2;0;0;0;1;0;4;1.2;14/04/2024
Timmy Allen;MEM;DEN;L;24.43;0;2;0.0;0;0;0.0;1;2;0.5;0;1;1;1;2;0;0;3;1;1.0;14/04/2024
Andre Jackson;MIL;ORL;L;7.15;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;1;1;0;1;0;0;1.0;14/04/2024
Dyson Daniels;NOP;LAL;L;17.62;1;4;0.25;0;3;0.0;0;0;0.0;0;2;2;1;0;0;0;0;2;0.9;14/04/2024
Jett Howard;ORL;MIL;W;5.27;0;1;0.0;0;1;0.0;0;0;0.0;0;1;1;1;1;0;0;1;0;0.9;14/04/2024
Oshae Brissett;BOS;WAS;W;15.6;2;6;0.333;0;1;0.0;0;3;0.0;0;2;2;1;1;3;3;0;4;0.8;14/04/2024
Gary Harris;ORL;MIL;W;27.78;1;4;0.25;1;4;0.25;0;0;0.0;0;0;0;2;1;0;1;3;3;0.8;14/04/2024
Keon Johnson;BRK;PHI;L;10.35;1;2;0.5;0;1;0.0;1;2;0.5;0;2;2;0;0;0;1;1;3;0.8;14/04/2024
JD Davison;BOS;WAS;W;10.43;0;2;0.0;0;1;0.0;1;2;0.5;0;3;3;2;1;0;1;2;1;0.7;14/04/2024
Tim Hardaway;DAL;OKC;L;19.67;1;9;0.111;1;6;0.167;0;0;0.0;0;1;1;3;2;0;0;2;3;0.7;14/04/2024
Kobe Bufkin;ATL;IND;L;6.8;1;3;0.333;0;1;0.0;0;0;0.0;0;1;1;0;0;0;0;0;2;0.6;14/04/2024
Markelle Fultz;ORL;MIL;W;5.97;1;1;1.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;1;1;2;0.6;14/04/2024
Harry Giles;LAL;NOP;W;1.78;0;0;0.0;0;0;0.0;0;0;0.0;0;2;2;0;0;0;0;0;0;0.6;14/04/2024
David Roddy;PHO;MIN;W;3.77;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;1;0;0;0;1;0;0.6;14/04/2024
Goga Bitadze;ORL;MIL;W;3.88;0;1;0.0;0;1;0.0;0;0;0.0;0;3;3;1;0;0;0;1;0;0.5;14/04/2024
Jaxson Hayes;LAL;NOP;W;12.13;0;0;0.0;0;0;0.0;0;0;0.0;0;3;3;0;0;0;0;1;0;0.5;14/04/2024
Max Christie;LAL;NOP;W;2.07;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;0.3;14/04/2024
Mitchell Robinson;NYK;CHI;W;7.43;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;0.3;14/04/2024
Alondes Williams;MIA;TOR;W;1.88;1;2;0.5;0;1;0.0;0;0;0.0;0;0;0;0;0;1;1;1;2;0.3;14/04/2024
Ibou Badji;POR;SAC;L;10.22;1;2;0.5;0;0;0.0;0;0;0.0;0;0;0;0;1;0;1;2;2;0.2;14/04/2024
Jaden Hardy;DAL;OKC;L;28.83;4;14;0.286;1;4;0.25;0;0;0.0;0;4;4;3;2;0;4;5;9;0.1;14/04/2024
Saben Lee;PHO;MIN;W;4.57;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;14/04/2024
Orlando Robinson;MIA;TOR;W;1.88;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;14/04/2024
Matt Ryan;NOP;LAL;L;2.07;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;14/04/2024
P.J. Tucker;LAC;HOU;L;7.9;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;14/04/2024
Hunter Tyson;DEN;MEM;W;1.38;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0.0;14/04/2024
Kessler Edwards;SAC;POR;W;11.35;0;1;0.0;0;0;0.0;0;0;0.0;0;1;1;1;1;0;1;1;0;-0.1;14/04/2024
Ryan Rollins;MIL;ORL;L;7.15;0;1;0.0;0;0;0.0;0;0;0.0;0;2;2;2;0;0;1;1;0;-0.1;14/04/2024
Jamal Cain;MIA;TOR;W;1.88;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;1;0;-0.4;14/04/2024
Drew Peterson;BOS;WAS;W;8.13;0;1;0.0;0;1;0.0;0;0;0.0;0;1;1;0;1;0;1;0;0;-0.4;14/04/2024
AJ Griffin;ATL;IND;L;19.92;4;14;0.286;0;5;0.0;0;0;0.0;0;0;0;0;0;1;1;0;8;-0.5;14/04/2024
Aleksandar Vezenkov;SAC;POR;W;10.6;0;2;0.0;0;1;0.0;0;0;0.0;0;1;1;0;1;0;0;1;0;-0.5;14/04/2024
Kevin Love;MIA;TOR;W;3.23;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;14/04/2024
Skylar Mays;LAL;NOP;W;1.78;0;1;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;-0.7;14/04/2024
Cody Zeller;NOP;LAL;L;4.35;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;1;1;0;-0.7;14/04/2024
Julian Strawther;DEN;MEM;W;1.38;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;1;0;0;-1.0;14/04/2024
Colin Castleton;LAL;NOP;W;1.78;0;1;0.0;0;0;0.0;0;0;0.0;0;0;0;0;0;0;0;1;0;-1.1;14/04/2024
Patty Mills;MIA;TOR;W;7.95;0;3;0.0;0;3;0.0;0;0;0.0;0;1;1;1;0;0;0;0;0;-1.1;14/04/2024
Reggie Bullock;HOU;LAC;W;5.93;0;1;0.0;0;1;0.0;0;0;0.0;0;3;3;0;0;0;1;1;0;-1.2;14/04/2024
Jaden McDaniels;MIN;PHO;L;27.52;2;7;0.286;1;4;0.25;1;2;0.5;0;0;0;1;0;0;3;1;6;-1.2;14/04/2024
Cole Swider;MIA;TOR;W;1.88;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;0;2;0;-1.5;14/04/2024
Gabe Vincent;LAL;NOP;W;13.37;0;2;0.0;0;1;0.0;0;0;0.0;0;0;0;1;0;0;0;2;0;-1.5;14/04/2024
Maxwell Lewis;LAL;NOP;W;2.07;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;1;0;0;-1.7;14/04/2024
Chuma Okeke;ORL;MIL;W;3.88;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;1;0;0;-1.7;14/04/2024
Pat Connaughton;MIL;ORL;L;13.93;0;1;0.0;0;1;0.0;0;0;0.0;0;1;1;0;0;0;1;1;0;-1.8;14/04/2024
James Johnson;IND;ATL;W;6.8;0;1;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;1;2;0;-1.8;14/04/2024
Jack White;MEM;DEN;L;9.32;0;4;0.0;0;2;0.0;0;0;0.0;1;1;2;0;0;0;0;0;0;-1.8;14/04/2024
Drew Eubanks;PHO;MIN;W;14.57;0;2;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;0;3;0;-1.9;14/04/2024
Mason Jones;SAC;POR;W;5.65;0;1;0.0;0;1;0.0;0;0;0.0;0;0;0;0;0;0;1;2;0;-2.5;14/04/2024
Terquavion Smith;PHI;BRK;W;5.78;0;3;0.0;0;2;0.0;1;2;0.5;0;1;1;0;0;0;1;1;1;-2.6;14/04/2024
Emoni Bates;CLE;CHO;L;29.42;3;12;0.25;1;5;0.2;0;0;0.0;0;3;3;3;0;0;6;0;7;-3.2;14/04/2024
Jonas Valanciunas;NOP;LAL;L;7.27;1;3;0.333;0;1;0.0;0;0;0.0;0;3;3;1;0;0;4;3;2;-3.3;14/04/2024
Chris Duarte;SAC;POR;W;8.37;0;3;0.0;0;2;0.0;0;0;0.0;0;1;1;0;0;0;1;2;0;-3.6;14/04/2024
Jevon Carter;CHI;NYK;L;15.52;0;8;0.0;0;6;0.0;0;0;0.0;0;1;1;2;0;0;1;3;0;-6.1;14/04/2024
Zion Williamson;NOP;LAL;L;36.45;17;27;0.63;0;1;0.0;6;9;0.667;3;8;11;5;1;1;3;3;40;32.2;16/04/2024
Keegan Murray;SAC;GSW;W;38.57;10;20;0.5;8;13;0.615;4;4;1.0;3;6;9;0;2;0;3;0;32;24.9;16/04/2024
LeBron James;LAL;NOP;W;40.9;6;20;0.3;1;5;0.2;10;10;1.0;0;9;9;9;3;2;2;0;23;22.8;16/04/2024
Keon Ellis;SAC;GSW;W;38.8;5;8;0.625;3;4;0.75;2;2;1.0;2;2;4;5;3;3;3;3;15;17.8;16/04/2024
D'Angelo Russell;LAL;NOP;W;36.53;7;14;0.5;5;11;0.455;2;2;1.0;0;0;0;6;1;1;1;3;21;17.7;16/04/2024
Domantas Sabonis;SAC;GSW;W;36.8;7;14;0.5;0;1;0.0;2;2;1.0;1;11;12;7;2;1;1;5;16;17.6;16/04/2024
De'Aaron Fox;SAC;GSW;W;38.57;11;25;0.44;2;8;0.25;0;1;0.0;1;3;4;6;2;0;1;3;24;16.1;16/04/2024
Anthony Davis;LAL;NOP;W;40.22;6;16;0.375;0;0;0.0;8;10;0.8;6;9;15;0;1;3;3;4;20;15.8;16/04/2024
Harrison Barnes;SAC;GSW;W;34.0;5;11;0.455;3;4;0.75;4;4;1.0;2;2;4;3;0;0;0;1;17;15.0;16/04/2024
Stephen Curry;GSW;SAC;L;36.47;8;16;0.5;3;7;0.429;3;3;1.0;1;3;4;2;2;1;6;0;22;13.7;16/04/2024
Austin Reaves;LAL;NOP;W;36.45;5;11;0.455;2;5;0.4;4;4;1.0;0;5;5;6;0;0;2;1;16;13.6;16/04/2024
Moses Moody;GSW;SAC;L;15.4;5;8;0.625;2;4;0.5;4;5;0.8;0;3;3;1;0;0;0;1;16;13.2;16/04/2024
Rui Hachimura;LAL;NOP;W;32.72;5;6;0.833;2;2;1.0;1;2;0.5;0;1;1;1;1;0;0;2;13;11.6;16/04/2024
Draymond Green;GSW;SAC;L;35.05;4;8;0.5;2;4;0.5;2;2;1.0;0;3;3;6;2;0;3;3;12;10.9;16/04/2024
Jonathan Kuminga;GSW;SAC;L;27.85;6;15;0.4;0;2;0.0;4;6;0.667;2;5;7;2;0;1;0;3;16;10.9;16/04/2024
Trey Murphy;NOP;LAL;L;30.68;5;10;0.5;2;6;0.333;0;0;0.0;0;4;4;2;1;1;0;1;12;10.9;16/04/2024
Larry Nance;NOP;LAL;L;27.7;4;7;0.571;1;2;0.5;1;2;0.5;2;10;12;5;0;0;2;5;10;10.2;16/04/2024
Jose Alvarado;NOP;LAL;L;25.27;4;7;0.571;2;5;0.4;0;0;0.0;1;1;2;7;0;0;1;4;10;10.0;16/04/2024
Gabe Vincent;LAL;NOP;W;17.87;3;6;0.5;2;4;0.5;1;1;1.0;0;4;4;1;1;0;0;0;9;8.9;16/04/2024
Trey Lyles;SAC;GSW;W;19.0;2;6;0.333;1;3;0.333;2;2;1.0;2;3;5;2;1;0;0;2;7;7.5;16/04/2024
Brandin Podziemski;GSW;SAC;L;24.1;2;3;0.667;1;2;0.5;0;0;0.0;2;6;8;1;1;0;1;1;5;7.2;16/04/2024
Herbert Jones;NOP;LAL;L;35.13;4;7;0.571;2;4;0.5;0;0;0.0;0;0;0;0;2;0;1;4;10;6.1;16/04/2024
Andrew Wiggins;GSW;SAC;L;25.48;4;11;0.364;1;4;0.25;3;5;0.6;1;2;3;2;0;1;3;0;12;5.5;16/04/2024
Brandon Ingram;NOP;LAL;L;24.93;4;12;0.333;1;1;1.0;2;2;1.0;0;4;4;4;0;0;3;1;11;4.8;16/04/2024
Taurean Prince;LAL;NOP;W;22.33;2;7;0.286;2;6;0.333;0;0;0.0;0;4;4;0;1;1;0;2;6;4.0;16/04/2024
Lester Quinones;GSW;SAC;L;2.22;1;2;0.5;0;1;0.0;2;2;1.0;1;0;1;0;0;0;0;0;4;3.7;16/04/2024
Jonas Valanciunas;NOP;LAL;L;20.23;1;7;0.143;0;1;0.0;2;2;1.0;3;7;10;1;0;0;0;2;4;3.6;16/04/2024
Davion Mitchell;SAC;GSW;W;16.5;2;9;0.222;1;5;0.2;0;0;0.0;2;3;5;3;0;0;0;1;5;3.5;16/04/2024
CJ McCollum;NOP;LAL;L;29.62;4;15;0.267;1;9;0.111;0;0;0.0;1;2;3;6;0;0;2;2;9;2.8;16/04/2024
JaVale McGee;SAC;GSW;W;2.22;1;1;1.0;0;0;0.0;0;0;0.0;0;0;0;0;0;1;0;0;2;2.4;16/04/2024
Jaxson Hayes;LAL;NOP;W;7.82;1;1;1.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;0;2;2.0;16/04/2024
Kevon Looney;GSW;SAC;L;8.53;1;2;0.5;0;0;0.0;0;0;0.0;1;4;5;1;0;0;0;4;2;2.0;16/04/2024
Chris Paul;GSW;SAC;L;18.28;1;3;0.333;1;2;0.5;0;0;0.0;0;1;1;2;0;0;1;2;3;1.2;16/04/2024
Alex Len;SAC;GSW;W;8.9;0;2;0.0;0;0;0.0;0;0;0.0;2;2;4;1;0;0;0;1;0;0.9;16/04/2024
Trayce Jackson-Davis;GSW;SAC;L;10.58;1;1;1.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;1;1;2;0.6;16/04/2024
Usman Garuba;GSW;SAC;L;2.22;0;1;0.0;0;0;0.0;0;0;0.0;0;1;1;1;0;0;0;0;0;0.3;16/04/2024
Gui Santos;GSW;SAC;L;2.22;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;0.3;16/04/2024
Dyson Daniels;NOP;LAL;L;9.98;0;1;0.0;0;1;0.0;0;0;0.0;0;4;4;0;0;0;0;1;0;0.1;16/04/2024
Colby Jones;SAC;GSW;W;2.22;0;1;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;0;0;0;0.0;16/04/2024
Kessler Edwards;SAC;GSW;W;2.22;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;1;0;-0.1;16/04/2024
Aleksandar Vezenkov;SAC;GSW;W;2.22;0;1;0.0;0;1;0.0;0;0;0.0;0;1;1;0;0;0;0;0;0;-0.4;16/04/2024
Spencer Dinwiddie;LAL;NOP;W;5.17;0;3;0.0;0;2;0.0;0;0;0.0;0;2;2;1;0;0;0;0;0;-0.8;16/04/2024
Klay Thompson;GSW;SAC;L;31.6;0;10;0.0;0;6;0.0;0;0;0.0;0;4;4;1;0;0;1;2;0;-6.9;16/04/2024
Domantas Sabonis;SAC;NOP;L;41.85;9;14;0.643;0;1;0.0;5;5;1.0;3;11;14;7;3;1;4;4;23;25.2;19/04/2024
De'Aaron Fox;SAC;NOP;L;42.43;12;29;0.414;4;16;0.25;7;11;0.636;2;5;7;5;3;0;5;3;35;21.1;19/04/2024
Tyler Herro;MIA;CHI;W;33.3;8;17;0.471;4;9;0.444;4;4;1.0;1;9;10;9;0;0;5;0;24;20.0;19/04/2024
Jonas Valanciunas;NOP;SAC;W;26.78;8;16;0.5;0;1;0.0;3;3;1.0;6;6;12;3;0;2;0;4;19;18.9;19/04/2024
DeMar DeRozan;CHI;MIA;L;40.78;8;16;0.5;3;6;0.5;3;4;0.75;0;3;3;4;1;1;1;2;22;17.2;19/04/2024
Jaime Jaquez;MIA;CHI;W;34.67;8;16;0.5;1;3;0.333;4;4;1.0;1;5;6;6;0;0;1;3;21;17.2;19/04/2024
Kevin Love;MIA;CHI;W;12.3;2;6;0.333;2;3;0.667;10;10;1.0;1;6;7;1;0;0;0;0;16;15.8;19/04/2024
Javonte Green;CHI;MIA;L;17.45;5;6;0.833;0;1;0.0;2;2;1.0;2;1;3;3;2;0;0;0;12;15.6;19/04/2024
Brandon Ingram;NOP;SAC;W;37.15;10;20;0.5;1;2;0.5;3;3;1.0;1;5;6;6;0;1;4;4;24;15.5;19/04/2024
Larry Nance;NOP;SAC;W;21.22;6;7;0.857;0;0;0.0;1;2;0.5;2;2;4;3;2;0;0;4;13;14.6;19/04/2024
Nikola Vučević;CHI;MIA;L;35.43;7;17;0.412;2;5;0.4;0;0;0.0;1;13;14;5;2;1;2;3;16;14.5;19/04/2024
Trey Murphy;NOP;SAC;W;43.08;6;12;0.5;2;7;0.286;2;2;1.0;0;8;8;6;1;0;4;1;16;13.2;19/04/2024
Bam Adebayo;MIA;CHI;W;31.72;5;8;0.625;1;2;0.5;2;4;0.5;0;4;4;4;0;2;1;0;13;13.0;19/04/2024
Harrison Barnes;SAC;NOP;L;38.2;6;14;0.429;3;5;0.6;2;4;0.5;1;4;5;4;0;0;1;1;17;12.1;19/04/2024
Jose Alvarado;NOP;SAC;W;23.9;4;8;0.5;1;1;1.0;1;1;1.0;0;5;5;2;2;1;0;0;10;11.6;19/04/2024
Naji Marshall;NOP;SAC;W;23.85;5;11;0.455;1;4;0.25;0;0;0.0;2;4;6;2;2;1;0;2;11;11.2;19/04/2024
Keegan Murray;SAC;NOP;L;37.72;4;12;0.333;2;7;0.286;1;2;0.5;5;2;7;3;1;1;1;2;11;9.9;19/04/2024
Ayo Dosunmu;CHI;MIA;L;41.17;3;15;0.2;2;11;0.182;2;2;1.0;1;3;4;4;3;2;1;2;10;7.7;19/04/2024
Torrey Craig;CHI;MIA;L;10.63;2;5;0.4;2;5;0.4;0;0;0.0;2;1;3;1;2;1;0;2;6;7.6;19/04/2024
Caleb Martin;MIA;CHI;W;25.22;3;7;0.429;1;2;0.5;0;0;0.0;1;3;4;1;1;2;0;2;7;7.2;19/04/2024
Delon Wright;MIA;CHI;W;22.78;2;4;0.5;1;2;0.5;0;0;0.0;0;1;1;0;1;1;0;0;5;5.0;19/04/2024
Davion Mitchell;SAC;NOP;L;24.25;4;9;0.444;2;6;0.333;0;0;0.0;0;2;2;1;0;0;1;2;10;4.8;19/04/2024
Haywood Highsmith;MIA;CHI;W;31.23;4;10;0.4;1;4;0.25;0;0;0.0;2;1;3;0;3;0;3;2;9;4.5;19/04/2024
Thomas Bryant;MIA;CHI;W;3.98;1;2;0.5;0;0;0.0;2;2;1.0;1;2;3;0;0;0;0;0;4;4.3;19/04/2024
Herbert Jones;NOP;SAC;W;25.97;2;3;0.667;1;2;0.5;0;2;0.0;0;1;1;4;1;1;3;2;5;3.9;19/04/2024
Alex Caruso;CHI;MIA;L;33.17;2;8;0.25;2;6;0.333;0;0;0.0;0;3;3;4;0;1;1;2;6;3.8;19/04/2024
CJ McCollum;NOP;SAC;W;35.8;3;8;0.375;1;2;0.5;0;0;0.0;0;2;2;3;1;2;4;1;7;3.3;19/04/2024
Duncan Robinson;MIA;CHI;W;12.32;3;6;0.5;2;4;0.5;0;0;0.0;1;2;3;1;0;0;3;2;8;3.2;19/04/2024
Nikola Jović;MIA;CHI;W;26.78;2;6;0.333;1;4;0.25;0;0;0.0;1;5;6;2;0;1;2;2;5;3.1;19/04/2024
Jevon Carter;CHI;MIA;L;3.98;1;1;1.0;0;0;0.0;0;0;0.0;0;1;1;1;0;0;0;0;2;2.7;19/04/2024
Coby White;CHI;MIA;L;36.17;5;16;0.313;2;8;0.25;1;2;0.5;0;2;2;4;1;0;4;3;13;2.6;19/04/2024
Aleksandar Vezenkov;SAC;NOP;L;10.68;1;4;0.25;0;2;0.0;0;0;0.0;2;0;2;0;1;0;0;0;2;2.0;19/04/2024
Orlando Robinson;MIA;CHI;W;2.4;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;1;1;0;0;0;0;1.7;19/04/2024
Alex Len;SAC;NOP;L;4.33;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;0;1;0;0;0;0;1.0;19/04/2024
Patty Mills;MIA;CHI;W;3.28;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0;1;0;0;0;0;0;0.7;19/04/2024
Dyson Daniels;NOP;SAC;W;2.25;0;0;0.0;0;0;0.0;0;0;0.0;0;1;1;0;0;0;0;1;0;-0.1;19/04/2024
Dalen Terry;CHI;MIA;L;13.28;1;4;0.25;0;1;0.0;0;0;0.0;1;0;1;1;0;0;1;2;2;-0.8;19/04/2024
Andre Drummond;CHI;MIA;L;7.93;1;4;0.25;0;0;0.0;0;0;0.0;0;4;4;0;1;0;2;3;2;-1.4;19/04/2024
Trey Lyles;SAC;NOP;L;13.03;0;1;0.0;0;0;0.0;0;0;0.0;1;2;3;0;0;0;2;1;0;-1.8;19/04/2024
Keon Ellis;SAC;NOP;L;27.5;0;5;0.0;0;4;0.0;0;0;0.0;0;0;0;1;0;2;1;4;0;-4.0;19/04/2024
Nikola Jokic;DEN;LAL;W;39.38;15;23;0.652;1;3;0.333;1;2;0.5;3;9;12;7;2;0;0;3;32;32.0;20/04/2024
Anthony Davis;LAL;DEN;L;44.5;12;23;0.522;0;4;0.0;8;9;0.889;3;11;14;5;0;4;2;3;32;28.8;20/04/2024
Anthony Edwards;MIN;PHO;W;35.8;14;24;0.583;4;8;0.5;1;2;0.5;1;8;9;6;2;0;6;4;33;23.1;20/04/2024
Joel Embiid;PHI;NYK;L;36.55;8;22;0.364;2;8;0.25;11;12;0.917;3;5;8;6;2;0;2;3;29;23.0;20/04/2024
LeBron James;LAL;DEN;L;40.75;10;16;0.625;3;5;0.6;4;5;0.8;2;4;6;8;1;1;7;1;27;21.9;20/04/2024
Kevin Durant;PHO;MIN;L;38.7;11;17;0.647;2;2;1.0;7;9;0.778;0;7;7;1;1;1;5;1;31;21.8;20/04/2024
Donovan Mitchell;CLE;ORL;W;36.0;11;21;0.524;3;8;0.375;5;5;1.0;2;0;2;3;3;0;4;1;30;21.8;20/04/2024
Tyrese Maxey;PHI;NYK;L;43.67;14;26;0.538;3;9;0.333;2;2;1.0;0;2;2;4;0;2;3;3;33;21.0;20/04/2024
Jarrett Allen;CLE;ORL;W;35.18;6;10;0.6;0;0;0.0;4;6;0.667;3;15;18;2;2;0;0;1;16;20.2;20/04/2024
Josh Hart;NYK;PHI;W;41.87;5;12;0.417;4;8;0.5;8;10;0.8;4;9;13;2;1;0;2;4;22;19.1;20/04/2024
Miles McBride;NYK;PHI;W;28.08;7;12;0.583;5;7;0.714;2;2;1.0;0;3;3;4;1;0;0;3;21;18.9;20/04/2024
Jamal Murray;DEN;LAL;W;38.98;9;24;0.375;4;9;0.444;0;0;0.0;1;5;6;10;0;1;0;1;22;18.3;20/04/2024
Nickeil Alexander-Walker;MIN;PHO;W;28.75;7;12;0.583;4;9;0.444;0;0;0.0;1;3;4;2;4;0;1;2;18;17.6;20/04/2024
Karl-Anthony Towns;MIN;PHO;W;26.6;5;9;0.556;1;2;0.5;8;8;1.0;1;6;7;4;1;0;2;4;19;17.4;20/04/2024
Rudy Gobert;MIN;PHO;W;37.48;4;6;0.667;0;0;0.0;6;7;0.857;6;10;16;2;0;0;1;4;14;17.0;20/04/2024
Michael Porter;DEN;LAL;W;37.6;8;15;0.533;3;7;0.429;0;0;0.0;1;7;8;0;1;2;0;1;19;16.5;20/04/2024
